50186,53153,54459,54755,54494,53974,53380,52812,52661,52236,51867,51531,51201,50855,50482,50077,49645,49200,48760,48348,47986,48854,48651,48549,48553,48661,48866,49153,49505,49899,50312,50725,51119,51480,51441,51730,51996,52256,52537,52869,53283,53805,54452,55224,56095,57005,57851,57330,57503,56927,55215,51885
49635,52602,53908,54204,53942,53423,52829,52261,51518,51092,50724,50388,50058,49712,49339,48934,48502,48057,47617,47205,46843,48022,47819,47717,47721,47829,48034,48321,48673,49067,49481,49893,50287,50649,50769,51059,51324,51584,51866,52197,52611,53133,53780,54552,55423,56334,57179,56778,56951,56375,54663,51334
50951,53918,55224,55520,55259,54739,54145,53577,51226,50800,50432,50096,49766,49420,49047,48642,48210,47765,47325,46913,46551,47848,47646,47544,47547,47656,47860,48148,48499,48893,49307,49720,50113,50475,51646,51936,52201,52461,52742,53074,53488,54010,54657,55429,56300,57211,58056,58095,58268,57692,55980,52650
54381,57347,58654,58950,58688,58168,57575,57007,52653,52227,51859,51523,51193,50847,50474,50069,49637,49192,48752,48340,47978,48868,48666,48564,48568,48676,48881,49168,49519,49913,50327,50740,51133,51495,54108,54397,54663,54923,55204,55536,55950,56472,57119,57891,58762,59672,60518,61524,61697,61121,59409,56079
56564,59531,60837,61133,60872,60352,59758,59190,54902,54476,54108,53772,53442,53096,52723,52318,51886,51441,51001,50589,50227,49979,49777,49675,49678,49787,49991,50279,50630,51024,51438,51851,52244,52606,55713,56002,56268,56528,56809,57141,57555,58077,58724,59496,60367,61277,62123,63708,63881,63305,61593,58263
55585,58552,59858,60154,59893,59373,58779,58211,55818,55392,55024,54688,54358,54012,53639,53234,52802,52357,51917,51505,51143,50271,50068,49966,49970,50078,50283,50570,50921,51315,51729,52142,52535,52897,55735,56024,56289,56550,56831,57163,57576,58098,58745,59517,60388,61299,62145,62729,62902,62325,60613,57284
53074,56041,57347,57643,57382,56862,56268,55700,55114,54689,54320,53984,53654,53309,52935,52530,52098,51653,51214,50801,50439,49495,49293,49191,49194,49303,49507,49795,50146,50540,50954,51367,51760,52122,54035,54325,54590,54850,55131,55463,55877,56399,57046,57818,58689,59600,60445,60217,60390,59814,58102,54773
52140,55106,56412,56708,56447,55927,55333,54766,54994,54568,54200,53864,53533,53188,52815,52409,51978,51533,51093,50681,50319,49364,49161,49059,49063,49171,49376,49663,50015,50408,50822,51235,51629,51990,52340,52630,52895,53155,53437,53769,54182,54704,55351,56123,56994,57905,58750,59283,59456,58880,57168,53838
52012,54979,56285,56581,56320,55800,55206,54638,54611,54185,53817,53481,53151,52805,52432,52027,51595,51150,50710,50298,49936,49202,49000,48898,48902,49010,49215,49502,49853,50247,50661,51074,51467,51829,51498,51788,52053,52314,52595,52927,53340,53862,54509,55281,56152,57063,57908,59156,59328,58752,57040,53711
49404,52370,53677,53973,53711,53192,52598,52030,51636,51210,50842,50505,50175,49830,49456,49051,48619,48174,47735,47323,46961,46027,45824,45722,45726,45834,46039,46326,46678,47072,47485,47898,48292,48654,48420,48710,48975,49236,49517,49849,50262,50784,51431,52203,53074,53985,54830,56547,56720,56144,54432,51102
